carrier,awb,order_id,delivery_date,cod_amount,remittance_due_date,status,priority,email_subject,email_body,cod_amount_source
Carrier A,AWB9325671807,110714929846,2026-02-15,372,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9325671807 — COD ₹372 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹372 is due by 2026-02-17 00:00:00.

AWB: AWB9325671807
Order ID: 110714929846
Delivery Date: 2026-02-15
Destination: Nagpur
COD Amount: ₹372

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB8000634754,110914951740,2026-02-15,569,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8000634754 — COD ₹569 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹569 is due by 2026-02-17 00:00:00.

AWB: AWB8000634754
Order ID: 110914951740
Delivery Date: 2026-02-15
Destination: Morbi
COD Amount: ₹569

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB6071619480,110614918576,2026-02-15,499,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6071619480 — COD ₹499 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹499 is due by 2026-02-17 00:00:00.

AWB: AWB6071619480
Order ID: 110614918576
Delivery Date: 2026-02-15
Destination: Morena
COD Amount: ₹499

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB3244693759,110814940531,2026-02-15,524,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3244693759 — COD ₹524 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹524 is due by 2026-02-17 00:00:00.

AWB: AWB3244693759
Order ID: 110814940531
Delivery Date: 2026-02-15
Destination: Pune
COD Amount: ₹524

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB2485574826,111114974763,2026-02-16,618,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB2485574826 — COD ₹618 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹618 is due by 2026-02-18 00:00:00.

AWB: AWB2485574826
Order ID: 111114974763
Delivery Date: 2026-02-16
Destination: Pune
COD Amount: ₹618

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB3476473196,110714927865,2026-02-16,499,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3476473196 — COD ₹499 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹499 is due by 2026-02-18 00:00:00.

AWB: AWB3476473196
Order ID: 110714927865
Delivery Date: 2026-02-16
Destination: Kanpur Nagar
COD Amount: ₹499

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB5412768427,110714932375,2026-02-16,649,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5412768427 — COD ₹649 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹649 is due by 2026-02-18 00:00:00.

AWB: AWB5412768427
Order ID: 110714932375
Delivery Date: 2026-02-16
Destination: Gurgaon
COD Amount: ₹649

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB1232032907,110914960058,2026-02-16,572,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1232032907 — COD ₹572 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹572 is due by 2026-02-18 00:00:00.

AWB: AWB1232032907
Order ID: 110914960058
Delivery Date: 2026-02-16
Destination: Tiruvallur
COD Amount: ₹572

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB2581345759,101914716054,2026-02-16,969,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB2581345759 — COD ₹969 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹969 is due by 2026-02-18 00:00:00.

AWB: AWB2581345759
Order ID: 101914716054
Delivery Date: 2026-02-16
Destination: Mumbai
COD Amount: ₹969

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB7722835202,110814939804,2026-02-16,2239,2026-02-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB7722835202 — COD ₹2,239 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹2,239 is due by 2026-02-18 00:00:00.

AWB: AWB7722835202
Order ID: 110814939804
Delivery Date: 2026-02-16
Destination: Thane
COD Amount: ₹2,239

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6607331080,102914823757,2026-02-16,717,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6607331080 — COD ₹717 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹717 is due by 2026-02-18 00:00:00.

AWB: AWB6607331080
Order ID: 102914823757
Delivery Date: 2026-02-16
Destination: Birbhum
COD Amount: ₹717

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB7922711309,111014969492,2026-02-16,889,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7922711309 — COD ₹889 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹889 is due by 2026-02-18 00:00:00.

AWB: AWB7922711309
Order ID: 111014969492
Delivery Date: 2026-02-16
Destination: Pune
COD Amount: ₹889

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB9377508255,110414894546,2026-02-16,823,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9377508255 — COD ₹823 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹823 is due by 2026-02-18 00:00:00.

AWB: AWB9377508255
Order ID: 110414894546
Delivery Date: 2026-02-16
Destination: Aizawl
COD Amount: ₹823

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB4459755672,111014970181,2026-02-16,999,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB4459755672 — COD ₹999 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹999 is due by 2026-02-18 00:00:00.

AWB: AWB4459755672
Order ID: 111014970181
Delivery Date: 2026-02-16
Destination: Gurgaon
COD Amount: ₹999

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB3217805590,111014963053,2026-02-16,1142,2026-02-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3217805590 — COD ₹1,142 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹1,142 is due by 2026-02-18 00:00:00.

AWB: AWB3217805590
Order ID: 111014963053
Delivery Date: 2026-02-16
Destination: South Goa
COD Amount: ₹1,142

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB1589935107,102014726436,2026-02-16,1098,2026-02-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB1589935107 — COD ₹1,098 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹1,098 is due by 2026-02-18 00:00:00.

AWB: AWB1589935107
Order ID: 102014726436
Delivery Date: 2026-02-16
Destination: Firozpur
COD Amount: ₹1,098

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB8779163658,110414898179,2026-02-16,522,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8779163658 — COD ₹522 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹522 is due by 2026-02-18 00:00:00.

AWB: AWB8779163658
Order ID: 110414898179
Delivery Date: 2026-02-16
Destination: Bangalore
COD Amount: ₹522

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB2218973246,111014970676,2026-02-16,567,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB2218973246 — COD ₹567 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹567 is due by 2026-02-18 00:00:00.

AWB: AWB2218973246
Order ID: 111014970676
Delivery Date: 2026-02-16
Destination: Mumbai
COD Amount: ₹567

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB8742473119,103114850459,2026-02-16,889,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8742473119 — COD ₹889 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹889 is due by 2026-02-18 00:00:00.

AWB: AWB8742473119
Order ID: 103114850459
Delivery Date: 2026-02-16
Destination: Ranchi
COD Amount: ₹889

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB1452455430,100114925501,2026-02-16,889,2026-02-18,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1452455430 — COD ₹889 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹889 is due by 2026-02-18 00:00:00.

AWB: AWB1452455430
Order ID: 100114925501
Delivery Date: 2026-02-16
Destination: Kanchipuram
COD Amount: ₹889

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB3714598564,110814949478,2026-02-16,1113,2026-02-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3714598564 — COD ₹1,113 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹1,113 is due by 2026-02-18 00:00:00.

AWB: AWB3714598564
Order ID: 110814949478
Delivery Date: 2026-02-16
Destination: East Godavari
COD Amount: ₹1,113

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB4588571456,111014972121,2026-02-16,1469,2026-02-18,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4588571456 — COD ₹1,469 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-16. Per the 2-day remittance SLA, payment of ₹1,469 is due by 2026-02-18 00:00:00.

AWB: AWB4588571456
Order ID: 111014972121
Delivery Date: 2026-02-16
Destination: Bangalore
COD Amount: ₹1,469

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB1593036630,110714928981,2026-02-17,1079,2026-02-19,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB1593036630 — COD ₹1,079 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-17. Per the 2-day remittance SLA, payment of ₹1,079 is due by 2026-02-19 00:00:00.

AWB: AWB1593036630
Order ID: 110714928981
Delivery Date: 2026-02-17
Destination: Sidhi
COD Amount: ₹1,079

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB7924058507,110214866736,2026-02-17,877,2026-02-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7924058507 — COD ₹877 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-17. Per the 2-day remittance SLA, payment of ₹877 is due by 2026-02-19 00:00:00.

AWB: AWB7924058507
Order ID: 110214866736
Delivery Date: 2026-02-17
Destination: Duliajan
COD Amount: ₹877

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB3795303492,110314884829,2026-02-17,1399,2026-02-19,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3795303492 — COD ₹1,399 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-17. Per the 2-day remittance SLA, payment of ₹1,399 is due by 2026-02-19 00:00:00.

AWB: AWB3795303492
Order ID: 110314884829
Delivery Date: 2026-02-17
Destination: Surat
COD Amount: ₹1,399

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB1365051241,110714929598,2026-02-17,1474,2026-02-19,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB1365051241 — COD ₹1,474 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-17. Per the 2-day remittance SLA, payment of ₹1,474 is due by 2026-02-19 00:00:00.

AWB: AWB1365051241
Order ID: 110714929598
Delivery Date: 2026-02-17
Destination: Chandigarh
COD Amount: ₹1,474

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB8562149363,110714928216,2026-02-17,685,2026-02-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8562149363 — COD ₹685 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-17. Per the 2-day remittance SLA, payment of ₹685 is due by 2026-02-19 00:00:00.

AWB: AWB8562149363
Order ID: 110714928216
Delivery Date: 2026-02-17
Destination: Patna
COD Amount: ₹685

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB1441785181,110914956444,2026-02-17,689,2026-02-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1441785181 — COD ₹689 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-17. Per the 2-day remittance SLA, payment of ₹689 is due by 2026-02-19 00:00:00.

AWB: AWB1441785181
Order ID: 110914956444
Delivery Date: 2026-02-17
Destination: Patna
COD Amount: ₹689

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6386219725,110814945375,2026-02-17,329,2026-02-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6386219725 — COD ₹329 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-17. Per the 2-day remittance SLA, payment of ₹329 is due by 2026-02-19 00:00:00.

AWB: AWB6386219725
Order ID: 110814945375
Delivery Date: 2026-02-17
Destination: Bellary
COD Amount: ₹329

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
